date,upstream_nom,upstream_metric,upstream_value,mapped_entity_id,mapped_field,upstream_file,upstream_commit,snapshot_date,sitrep_id,import_status,notes
2026-05-18,DRC,national_cumulative_suspected_deaths,131,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-19,DRC,national_cumulative_suspected_deaths,148,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-20,DRC,national_cumulative_suspected_deaths,160,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-21,DRC,national_cumulative_suspected_deaths,176,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-22,DRC,national_cumulative_suspected_deaths,ND,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-23,DRC,national_cumulative_suspected_deaths,220,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-24,DRC,national_cumulative_suspected_deaths,223,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-25,DRC,national_cumulative_suspected_deaths,238,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-26,DRC,national_cumulative_suspected_deaths,246,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-27,DRC,national_cumulative_suspected_deaths,223,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-28,DRC,national_cumulative_suspected_deaths,236,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-29,DRC,national_cumulative_suspected_deaths,236,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-30,DRC,national_cumulative_suspected_deaths,236,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-01,DRC,national_cumulative_suspected_deaths,242,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-11,DRC,national_cumulative_suspected_deaths,64,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-13,DRC,national_cumulative_suspected_deaths,49,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-14,DRC,national_cumulative_suspected_deaths,54,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
